"scientific.name","common.name","observed.on","location","latitude","longitude","positional.accuracy","url"
"Rhodiola rosea","Roseroot","2022-06-12","Winter Harbor, ME 04693, USA",44.3333349722,-68.063162,NA,"https://www.inaturalist.org/observations/122586957"
"Rhodiola rosea","Roseroot","2022-06-12","Winter Harbor, ME, USA",44.3331278216,-68.062589562,23,"https://www.inaturalist.org/observations/123181700"
"Rhodiola rosea","Roseroot","2022-06-12","Winter Harbor, ME, USA",44.333041994,-68.0625495661,34,"https://www.inaturalist.org/observations/123181753"
"Rhodiola rosea","Roseroot","2022-06-12","Winter Harbor, ME, USA",44.3329782482,-68.0626174002,28,"https://www.inaturalist.org/observations/123182385"
"Rhodiola rosea","Roseroot","2022-06-12","Winter Harbor, ME, USA",44.3329940145,-68.0625991344,38,"https://www.inaturalist.org/observations/123182453"
"Cypripedium acaule","pink lady's slipper","2022-06-11","Acadia National Park, Southwest Harbor, ME, US",44.2316666667,-68.3152616667,4,"https://www.inaturalist.org/observations/121338255"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-06-11","Southwest Harbor, ME 04679, USA",44.2329689722,-68.3193899722,NA,"https://www.inaturalist.org/observations/121402503"
"Cypripedium acaule","pink lady's slipper","2022-06-11","Mt Desert, ME 04660, USA",44.3521509722,-68.293997,NA,"https://www.inaturalist.org/observations/121404693"
"Cypripedium acaule","pink lady's slipper","2022-06-11","Mt Desert, ME 04660, USA",44.3515259722,-68.289859,NA,"https://www.inaturalist.org/observations/121404946"
"Lonicera canadensis","American fly-honeysuckle","2022-06-11","Mt Desert, ME 04660, USA",44.3476951035,-68.2879227027,238,"https://www.inaturalist.org/observations/122584610"
"Cypripedium acaule","pink lady's slipper","2022-06-11","Acadia National Park, Mount Desert, ME, US",44.3202221607,-68.2951195471,196,"https://www.inaturalist.org/observations/122811776"
"Cypripedium acaule","pink lady's slipper","2022-06-10","Mt Desert, ME 04660, USA",44.3115472222,-68.2002277778,NA,"https://www.inaturalist.org/observations/121145267"
"Cypripedium acaule","White-flowered Pink Lady's-slipper","2022-06-09","Acadia National Park, Southwest Harbor, ME, US",44.2527047253,-68.3327947622,845,"https://www.inaturalist.org/observations/121949873"
"Cypripedium acaule","pink lady's slipper","2022-06-09","Acadia National Park, Southwest Harbor, ME, US",44.2532084319,-68.3348535003,131,"https://www.inaturalist.org/observations/121949954"
"Cypripedium acaule","pink lady's slipper","2022-06-07","Southwest Harbor, ME 04679, USA",44.2316830965,-68.3152165264,4,"https://www.inaturalist.org/observations/120666318"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-06-07","Acadia National Park, Southwest Harbor, ME, US",44.2326916667,-68.3184583333,3,"https://www.inaturalist.org/observations/120755922"
"Cypripedium acaule","pink lady's slipper","2022-06-07","Acadia National Park, Birch Harbor, ME, US",44.3388216667,-68.0593111667,5,"https://www.inaturalist.org/observations/120761344"
"Cypripedium acaule","pink lady's slipper","2022-06-07","Acadia National Park, Birch Harbor, ME, US",44.3388333333,-68.0593028333,4,"https://www.inaturalist.org/observations/120761368"
"Caltha palustris","marsh marigold","2022-06-05","Acadia National Park, Bar Harbor, ME, US",44.3628326526,-68.2079347349,4,"https://www.inaturalist.org/observations/120336842"
"Rhodiola rosea","Roseroot","2022-06-05","Acadia National Park, Bar Harbor, ME, US",44.3624408464,-68.2083096243,4,"https://www.inaturalist.org/observations/120337603"
"Rhodiola rosea","Roseroot","2022-06-04","Acadia National Park, Birch Harbor, ME, US",44.3351083333,-68.0656971667,3,"https://www.inaturalist.org/observations/120227419"
"Toxicodendron radicans","eastern poison ivy","2022-06-04","Bar Harbor, ME 04609, USA",44.3726276,-68.2162403,3490,"https://www.inaturalist.org/observations/120621738"
"Capnoides sempervirens","rock harlequin","2022-06-03","Acadia National Park, Bar Harbor, ME, US",44.4016012384,-68.2383463407,4,"https://www.inaturalist.org/observations/120033052"
"Cypripedium acaule","pink lady's slipper","2022-06-03","Acadia National Park, Bar Harbor, ME, US",44.4015572688,-68.2383261432,4,"https://www.inaturalist.org/observations/120033227"
"Cypripedium acaule","pink lady's slipper","2022-06-03","Bar Harbor, ME 04609, USA",44.35241388,-68.20837288,8,"https://www.inaturalist.org/observations/120058987"
"Cypripedium acaule","pink lady's slipper","2022-06-03","Bar Harbor, ME, USA",44.3524108398,-68.2083641213,4,"https://www.inaturalist.org/observations/120106629"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-06-03","Southwest Harbor, ME, USA",44.233508473,-68.3202386424,1554,"https://www.inaturalist.org/observations/120421904"
"Cypripedium acaule","pink lady's slipper","2022-06-03","Southwest Harbor, ME, USA",44.233508473,-68.3202386424,1554,"https://www.inaturalist.org/observations/120421926"
"Cypripedium acaule","pink lady's slipper","2022-06-03","Southwest Harbor, ME, USA",44.233508473,-68.3202386424,1554,"https://www.inaturalist.org/observations/120421929"
"Cypripedium acaule","pink lady's slipper","2022-06-02","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3249473572,-68.2502822876,4,"https://www.inaturalist.org/observations/120100813"
"Cypripedium acaule","pink lady's slipper","2022-06-01","Acadia National Park, Bar Harbor, ME, US",44.40162,-68.23842,24,"https://www.inaturalist.org/observations/119757767"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-06-01","Isle Au Haut, ME 04645, USA",44.0536019997,-68.6391255,NA,"https://www.inaturalist.org/observations/119803589"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-06-01","Acadia National Park, Southwest Harbor, ME, US",44.2420366667,-68.3209783333,3316,"https://www.inaturalist.org/observations/119809406"
"Capnoides sempervirens","rock harlequin","2022-06-01","Acadia National Park, Mount Desert, ME, US",44.32655,-68.2936783333,9,"https://www.inaturalist.org/observations/121021740"
"Cypripedium acaule","pink lady's slipper","2022-05-31","Acadia National Park, Mount Desert, ME, US",44.3249166667,-68.25032,4,"https://www.inaturalist.org/observations/119638483"
"Asclepias syriaca","common milkweed","2022-05-31","Bar Harbor, ME 04609, USA",44.39754966,-68.20949229,8,"https://www.inaturalist.org/observations/119642842"
"Cypripedium acaule","pink lady's slipper","2022-05-31","Acadia National Park, Mount Desert, ME, US",44.3226083333,-68.29622,4,"https://www.inaturalist.org/observations/119655116"
"Asclepias syriaca","common milkweed","2022-05-31","Gouldsboro, ME, USA",44.3976185824,-68.2093379355,2,"https://www.inaturalist.org/observations/119682117"
"Cypripedium acaule","White-flowered Pink Lady's-slipper","2022-05-31","Acadia National Park, Mount Desert, ME, US",44.3226,-68.2962033333,4,"https://www.inaturalist.org/observations/119947987"
"Trillium undulatum","painted trillium","2022-05-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3156913668,-68.3430354763,5,"https://www.inaturalist.org/observations/119432720"
"Rhodiola rosea","Roseroot","2022-05-28","Acadia National Park, Birch Harbor, ME, US",44.336005,-68.0669555,4,"https://www.inaturalist.org/observations/119139601"
"Cypripedium acaule","pink lady's slipper","2022-05-26","Mt Desert, ME 04660, USA",44.32829394,-68.22042386,8,"https://www.inaturalist.org/observations/118838765"
"Cypripedium acaule","pink lady's slipper","2022-05-26","Acadia National Park, Mount Desert, ME, US",44.3283223082,-68.2202728652,5,"https://www.inaturalist.org/observations/118856181"
"Arisaema triphyllum","Jack-in-the-Pulpit","2022-05-26","Acadia National Park, Bar Harbor, ME, US",44.3625116667,-68.2080616667,4,"https://www.inaturalist.org/observations/118861973"
"Cypripedium acaule","pink lady's slipper","2022-05-25","Acadia National Park, Bar Harbor, ME, US",44.3907946861,-68.2562077605,8,"https://www.inaturalist.org/observations/118701746"
"Cypripedium acaule","pink lady's slipper","2022-05-25","Acadia National Park, Bar Harbor, ME, US",44.3614533333,-68.2311466667,17,"https://www.inaturalist.org/observations/118703294"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-05-20","Mount Desert Island, Southwest Harbor, ME, US",44.2271524435,-68.3209093474,3,"https://www.inaturalist.org/observations/163017389"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-05-20","Mount Desert Island, Southwest Harbor, ME, US",44.2271516892,-68.3209089284,626,"https://www.inaturalist.org/observations/163017446"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-05-19","Acadia National Park, Southwest Harbor, ME, US",44.2350173868,-68.3198093065,23,"https://www.inaturalist.org/observations/144238303"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-05-19","Southwest Harbor, ME, USA",44.2339722508,-68.3203387323,64,"https://www.inaturalist.org/observations/202578463"
"Polygonatum pubescens","hairy Solomon's-seal","2022-05-17","Mt Desert, ME 04660, USA",44.34114059,-68.25162598,9,"https://www.inaturalist.org/observations/117505305"
"Polygonatum pubescens","hairy Solomon's-seal","2022-05-17","Acadia National Park, Mount Desert, ME, US",44.3391458221,-68.2604224895,70,"https://www.inaturalist.org/observations/143692739"
"Rhodiola rosea","Roseroot","2022-05-14","Winter Harbor, ME 04693, USA",44.3333719167,-68.0631814444,NA,"https://www.inaturalist.org/observations/117155969"
"Rhodiola rosea","Roseroot","2022-05-14","Winter Harbor, ME 04693, USA",44.33216825,-68.05088725,NA,"https://www.inaturalist.org/observations/117156323"
"Rhodiola rosea","Roseroot","2022-05-12","Acadia National Park, Birch Harbor, ME, US",44.3333262905,-68.0630893853,4,"https://www.inaturalist.org/observations/116718222"
"Lonicera canadensis","American fly-honeysuckle","2022-05-12","Bar Harbor, ME 04609, USA",44.3588636944,-68.2199654444,NA,"https://www.inaturalist.org/observations/117155549"
"Caltha palustris","marsh marigold","2022-05-11","Bar Harbor",44.3627586365,-68.2079544067,12,"https://www.inaturalist.org/observations/116612984"
"Epigaea repens","trailing arbutus","2022-05-09","Northeast Harbor, ME 04662, USA",44.314751,-68.288561,NA,"https://www.inaturalist.org/observations/116371433"
"Epigaea repens","trailing arbutus","2022-05-09","Northeast Harbor, ME 04662, USA",44.3149293997,-68.2882939997,NA,"https://www.inaturalist.org/observations/116371563"
"Lonicera canadensis","American fly-honeysuckle","2022-05-09","Mt Desert, ME 04660, USA",44.3159819722,-68.287923,NA,"https://www.inaturalist.org/observations/116371759"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.32354,-68.2844189722,NA,"https://www.inaturalist.org/observations/116373561"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.32354,-68.2844189722,NA,"https://www.inaturalist.org/observations/116373671"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3235999722,-68.2844359722,NA,"https://www.inaturalist.org/observations/116373716"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3235999722,-68.2844359722,NA,"https://www.inaturalist.org/observations/116373851"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3236419722,-68.2844929722,NA,"https://www.inaturalist.org/observations/116374015"
"Lonicera canadensis","American fly-honeysuckle","2022-05-09","Mt Desert, ME 04660, USA",44.3250159722,-68.2845319722,NA,"https://www.inaturalist.org/observations/116374158"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.325794,-68.286799,NA,"https://www.inaturalist.org/observations/116374657"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.324089,-68.2911289722,NA,"https://www.inaturalist.org/observations/116375204"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.324089,-68.2911289722,NA,"https://www.inaturalist.org/observations/116375238"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.324089,-68.2911289722,NA,"https://www.inaturalist.org/observations/116375285"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3240959722,-68.291189,NA,"https://www.inaturalist.org/observations/116375306"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3240959722,-68.291189,NA,"https://www.inaturalist.org/observations/116375339"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3240959722,-68.291189,NA,"https://www.inaturalist.org/observations/116375392"
"Monotropa hypopitys","pinesap","2022-05-09","Mt Desert, ME 04660, USA",44.323711,-68.291081,NA,"https://www.inaturalist.org/observations/116375472"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3155969722,-68.2889129722,NA,"https://www.inaturalist.org/observations/116375874"
"Epigaea repens","trailing arbutus","2022-05-09","Mt Desert, ME 04660, USA",44.3147659722,-68.289309,NA,"https://www.inaturalist.org/observations/116376137"
"Epigaea repens","trailing arbutus","2022-05-09","Northeast Harbor, ME 04662, USA",44.314337,-68.28918,NA,"https://www.inaturalist.org/observations/116376184"
"Epigaea repens","trailing arbutus","2022-05-09","Northeast Harbor, ME 04662, USA",44.314337,-68.28918,NA,"https://www.inaturalist.org/observations/116376237"
"Lonicera canadensis","American fly-honeysuckle","2022-05-09","Mt Desert, ME, USA",44.3149021819,-68.2884087806,61,"https://www.inaturalist.org/observations/116379999"
"Epigaea repens","trailing arbutus","2022-05-08","Acadia National Park, Mount Desert, ME, US",44.3289633333,-68.284005,12,"https://www.inaturalist.org/observations/117663611"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-05-06","Mount Desert Island, Southwest Harbor, ME, US",44.2270666667,-68.32093,4,"https://www.inaturalist.org/observations/115804024"
"Caltha palustris","marsh marigold","2022-05-05","Bar Harbor, ME 04609, USA",44.3627713997,-68.2079683,NA,"https://www.inaturalist.org/observations/115750565"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-05-03","Bass Harbor Marsh",44.2587226347,-68.3408507332,1553,"https://www.inaturalist.org/observations/115219150"
"Epigaea repens","trailing arbutus","2022-04-28","Bar Harbor, ME 04609, USA",44.3922216944,-68.2346831944,NA,"https://www.inaturalist.org/observations/113260019"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-04-28","Acadia National Park, Southwest Harbor, ME, US",44.23817067,-68.3026417124,311,"https://www.inaturalist.org/observations/114053411"
"Epigaea repens","trailing arbutus","2022-04-25","Acadia National Park, Bar Harbor, ME, US",44.3801533333,-68.2545616667,15,"https://www.inaturalist.org/observations/116887941"
"Epigaea repens","trailing arbutus","2022-04-24","Mt Desert, ME 04660, USA",44.33072275,-68.2734228889,NA,"https://www.inaturalist.org/observations/112834421"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-04-23","Acadia National Park, Bar Harbor, ME, US",44.3620416667,-68.2078383333,207,"https://www.inaturalist.org/observations/112607501"
"Epigaea repens","trailing arbutus","2022-04-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.361645,-68.2565216667,4,"https://www.inaturalist.org/observations/112284533"
"Epigaea repens","trailing arbutus","2022-04-20","Acadia National Park, Bar Harbor, ME, US",44.3909916667,-68.2365333333,5,"https://www.inaturalist.org/observations/112216284"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-04-20","Mount Desert Island, Southwest Harbor, ME, US",44.2271716667,-68.32093,32,"https://www.inaturalist.org/observations/112218887"
"Epigaea repens","trailing arbutus","2022-04-19","Bar Harbor, ME 04609, USA",44.389955,-68.2356658333,NA,"https://www.inaturalist.org/observations/112102134"
"Epigaea repens","trailing arbutus","2022-04-17","Bar Harbor, ME 04609, USA",44.380660217,-68.2480090857,249,"https://www.inaturalist.org/observations/111879527"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2022-04-16","Acadia National Park, Southwest Harbor, ME, US",44.2338783333,-68.3208083333,5,"https://www.inaturalist.org/observations/111698732"
