"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Falco peregrinus","Peregrine Falcon","2012-05-23","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-24","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-05-24","Road Scholar 2012 Echo Lake Beach  Day 5","state endangered",44.3151077,-68.3356201,NA
"Falco peregrinus","Peregrine Falcon","2012-05-08","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Falco peregrinus","Peregrine Falcon","2012-05-26","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-05-21","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-05-27","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-05-20","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-05-05","ANP   Precipice Trail Head  ","state endangered",44.3517564,-68.1879582,NA
"Falco peregrinus","Peregrine Falcon","2012-05-25","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-06-10","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-18","Acadia NP Echo Lake Beech & Cliffs","state endangered",44.3151267,-68.3361581,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP - Schooner Head to Sand Beach","state endangered",44.3390499,-68.1831251,NA
"Falco peregrinus","Peregrine Falcon","2012-06-11","Acadia NP Echo Lake Beech & Cliffs","state endangered",44.3151267,-68.3361581,NA
"Falco peregrinus","Peregrine Falcon","2012-06-13","Acadia NP Echo Lake Beech & Cliffs","state endangered",44.3151267,-68.3361581,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-09","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-08","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-07","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-06-21","Beech Mountain - ANP","state endangered",44.315044,-68.343694,NA
"Falco peregrinus","Peregrine Falcon","2012-06-02","Acadia NP--Visitor Center","state endangered",44.4084752,-68.2463949,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP Echo Lake Beech & Cliffs","state endangered",44.3151267,-68.3361581,NA
"Falco peregrinus","Peregrine Falcon","2012-06-07","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-06-02","Acadia NP--Bear Brook Picnic Area","state endangered",44.3604813,-68.1987003,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2012-06-07","Acadia NP--Great Meadow","state endangered",44.3669684,-68.2070087,NA
"Falco peregrinus","Peregrine Falcon","2012-06-01","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-06-21","Beech Mountain - ANP","state endangered",44.315044,-68.343694,NA
"Sterna paradisaea","Arctic Tern","2012-07-10","Otter Cove Acadia NP Maine","state threatened",44.3085573,-68.1889868,NA
"Sterna paradisaea","Arctic Tern","2012-07-21","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2012-07-16","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-07-30","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-07-25","Acadia NP--Bass Harbor Marsh","state endangered",44.2533766,-68.3407102,NA
"Falco peregrinus","Peregrine Falcon","2012-07-25","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Falco peregrinus","Peregrine Falcon","2012-07-22","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Falco peregrinus","Peregrine Falcon","2012-07-13","Valley Cove - Acadia NP","state endangered",44.3030286,-68.3154774,NA
"Falco peregrinus","Peregrine Falcon","2012-07-25","Acadia NP--Seawall Picnic Area","state endangered",44.2373,-68.3025,NA
"Fratercula arctica","Atlantic Puffin","2012-08-01","Acadia NP--Baker Island","state threatened",44.2414724,-68.1983643,NA
"Nycticorax nycticorax","Black-crowned Night Heron","2012-08-18","Acadia NP--Schoodic Peninsula","state endangered",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2012-08-22","Acadia NP--Jordan Pond House","state endangered",44.3210234,-68.2540226,NA
"Falco peregrinus","Peregrine Falcon","2012-08-15","Acadia National Park","state endangered",44.3142376,-68.1962693,NA
"Falco peregrinus","Peregrine Falcon","2012-08-19","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2012-08-08","Valley Cove Trail ","state endangered",44.3037022,-68.3163986,NA
"Fratercula arctica","Atlantic Puffin","2012-09-11","Acadia NP--Dorr Point and Compass Harbor","state threatened",44.375481,-68.1922996,NA
"Falco peregrinus","Peregrine Falcon","2012-09-12","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2012-09-12","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-09-01","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2012-09-26","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Histrionicus histrionicus","Harlequin Duck","2012-10-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2012-10-13","Acadia Eagle Lake Overlook","state endangered",44.3589583,-68.243027,NA
"Falco peregrinus","Peregrine Falcon","2012-10-06","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2012-10-06","Acadia NP--Otter Point","state endangered",44.3072668,-68.1901217,NA
"Falco peregrinus","Peregrine Falcon","2012-10-06","Acadia NP--Otter Point","state endangered",44.3072668,-68.1901217,NA
"Alca torda","Razorbill","2012-11-16","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2013-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2013-01-21","Acadia NP--Sand Beach","state threatened",44.3292206,-68.1822252,NA
"Alca torda","Razorbill","2013-01-21","Sand Beach to Thunder Hole ","state threatened",44.3245721,-68.1864678,NA
"Alca torda","Razorbill","2013-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2013-02-23","Acadia NP--Frazer Point","state threatened",44.3754377,-68.0752723,NA
"Alca torda","Razorbill","2013-02-23","Acadia NP--Frazer Point","state threatened",44.3754377,-68.0752723,NA
"Alca torda","Razorbill","2013-02-22","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2013-02-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2013-02-16","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2013-02-01","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2013-02-23","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2013-02-07","Sand Beach to Otter Cove 2013","state threatened",44.3272618,-68.185637,NA
"Alca torda","Razorbill","2013-02-23","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2013-03-06","Schoodic Peninsula Part One (Frazer Pt. to Schoodic Pt.)","state threatened",44.3506739,-68.073437,NA
"Histrionicus histrionicus","Harlequin Duck","2013-03-06","Schoodic Peninsula Part One (Frazer Pt. to Schoodic Pt.)","state threatened",44.3506739,-68.073437,NA
"Falco peregrinus","Peregrine Falcon","2013-04-01","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2013-05-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Sieur de Monts Spring and Wild Gardens","state endangered",44.36181,-68.2079691,NA
"Falco peregrinus","Peregrine Falcon","2013-05-30","Acadia NP--Beech Mountain and Beech Cliff Trails","state endangered",44.3146368,-68.3434689,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Sieur de Monts Spring and Wild Gardens","state endangered",44.36181,-68.2079691,NA
"Falco peregrinus","Peregrine Falcon","2013-05-23","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2013-05-23","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2013-05-23","Acadia NP--Ship Harbor Trail","state endangered",44.2316668,-68.3256161,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Sieur de Monts Spring and Wild Gardens","state endangered",44.36181,-68.2079691,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2013-05-28","ANP   Precipice Trail Head  ","state endangered",44.3517564,-68.1879582,NA
"Falco peregrinus","Peregrine Falcon","2013-05-26","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-05-23","Acadia NP--Seawall Picnic Area","state endangered",44.2373,-68.3025,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Falco peregrinus","Peregrine Falcon","2013-05-23","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-05-19","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-05-31","Acadia NP--Valley Cove","state endangered",44.3075112,-68.3174376,NA
"Sterna paradisaea","Arctic Tern","2013-06-13","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2013-06-13","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Histrionicus histrionicus","Harlequin Duck","2013-06-13","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-06-17","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-01","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Acadia NP--Beech Mountain and Beech Cliff Trails","state endangered",44.3146368,-68.3434689,NA
"Falco peregrinus","Peregrine Falcon","2013-06-20","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-22","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-22","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-25","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Acadia NP--Beech Mountain and Beech Cliff Trails","state endangered",44.3146368,-68.3434689,NA
"Falco peregrinus","Peregrine Falcon","2013-06-09","ANP   Precipice Trail Head  ","state endangered",44.3517564,-68.1879582,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Canada Cliffs Trail","state endangered",44.31489,-68.3443,NA
"Falco peregrinus","Peregrine Falcon","2013-06-22","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-17","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2013-06-02","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2013-06-03","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2013-06-01","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Alca torda","Razorbill","2013-06-13","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Sterna paradisaea","Arctic Tern","2013-07-11","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2013-07-18","Acadia NP--Great Head","state threatened",44.3289251,-68.1741893,NA
"Fratercula arctica","Atlantic Puffin","2013-07-18","Acadia NP--Great Head","state threatened",44.3289251,-68.1741893,NA
"Fratercula arctica","Atlantic Puffin","2013-07-18","Acadia NP--Great Head","state threatened",44.3289251,-68.1741893,NA
"Falco peregrinus","Peregrine Falcon","2013-07-22","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2013-07-22","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
