"common.name","scientific.name","observed.on","place.guess","latitude","longitude","positional.accuracy","url","cat"
"bittersweet nightshade","Solanum dulcamara","2022-07-09","Acadia National Park, Bar Harbor, ME, US",44.326625,-68.1766366667,4,"https://www.inaturalist.org/observations/125534117","All observations"
"multiflora rose","Rosa multiflora","2022-07-08","Southwest Harbor, ME 04679, USA",44.2292638889,-68.3230916667,NA,"https://www.inaturalist.org/observations/125363343","All observations"
"rugosa rose","Rosa rugosa","2022-07-08","Mount Desert Island, Bar Harbor, ME, US",44.3173913425,-68.1994843204,1033,"https://www.inaturalist.org/observations/125376625","All observations"
"purple crownvetch","Securigera varia","2022-07-08","Acadia National Park, Mount Desert, ME, US",44.3102871348,-68.2037046925,5,"https://www.inaturalist.org/observations/125377194","All observations"
"rugosa rose","Rosa rugosa","2022-07-08","Mount Desert Island, Bar Harbor, ME, US",44.3172514905,-68.1999987178,9,"https://www.inaturalist.org/observations/125377315","All observations"
"purple crownvetch","Securigera varia","2022-07-08","Bar Harbor, ME 04609, USA",44.326334,-68.1863299722,NA,"https://www.inaturalist.org/observations/125429529","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-07-08","Bar Harbor, ME 04609, USA",44.3108789722,-68.189166,NA,"https://www.inaturalist.org/observations/125431075","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-07-08","Bar Harbor, ME 04609, USA",44.3173409722,-68.19628,NA,"https://www.inaturalist.org/observations/125431232","All observations"
"rugosa rose","Rosa rugosa","2022-07-07","Acadia National Park, Birch Harbor, ME, US",44.3367383696,-68.0616185735,4,"https://www.inaturalist.org/observations/125198518","All observations"
"rugosa rose","Rosa rugosa","2022-07-07","Acadia National Park, Bar Harbor, ME, US",44.3529883333,-68.224,4,"https://www.inaturalist.org/observations/125216870","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-07-06","Acadia National Park, Birch Harbor, ME, US",44.3361366667,-68.0617666667,5,"https://www.inaturalist.org/observations/125042352","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-07-06","Birch Harbor",44.3349761963,-68.0606155396,5,"https://www.inaturalist.org/observations/125057741","All observations"
"great mullein","Verbascum thapsus","2022-07-06","Birch Harbor",44.3349380493,-68.0613937378,5,"https://www.inaturalist.org/observations/125058052","All observations"
"purple crownvetch","Securigera varia","2022-07-06","Acadia National Park, Hancock County, US-ME, US",44.3388671875,-68.0597229004,5,"https://www.inaturalist.org/observations/125060521","All observations"
"colt's-foot","Tussilago farfara","2022-07-06","Acadia National Park, Hancock County, US-ME, US",44.3388175964,-68.0598144531,5,"https://www.inaturalist.org/observations/125060590","All observations"
"rugosa rose","Rosa rugosa","2022-07-06","Birch Harbor",44.3374290466,-68.0590820313,5,"https://www.inaturalist.org/observations/125060967","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-07-05","Bar Harbor, ME 04609, USA",44.3500694444,-68.2243888889,NA,"https://www.inaturalist.org/observations/124963568","All observations"
"purple crownvetch","Securigera varia","2022-07-05","Bar Harbor, ME 04609, USA",44.3273027778,-68.1854305556,NA,"https://www.inaturalist.org/observations/124963739","All observations"
"rugosa rose","Rosa rugosa","2022-07-05","Bar Harbor, ME 04609, USA",44.317440657,-68.1995311752,NA,"https://www.inaturalist.org/observations/124966503","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-07-05","Bar Harbor, ME 04609, USA",44.3174560096,-68.1994942948,NA,"https://www.inaturalist.org/observations/124966545","All observations"
"glossy buckthorn","Frangula alnus","2022-07-05","Bar Harbor, ME 04609, USA",44.3693138889,-68.2063944444,NA,"https://www.inaturalist.org/observations/124966656","All observations"
"purple crownvetch","Securigera varia","2022-07-05","Acadia National Park, Bar Harbor, ME, US",44.358538776,-68.2069869619,5,"https://www.inaturalist.org/observations/150663593","All observations"
"rugosa rose","Rosa rugosa","2022-07-04","Acadia National Park, Hancock County, US-ME, US",44.2302512104,-68.3130432706,4063,"https://www.inaturalist.org/observations/124773953","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-07-03","Acadia National Park, Bar Harbor, ME, US",44.39735,-68.2098833333,6,"https://www.inaturalist.org/observations/124549190","All observations"
"rugosa rose","Rosa rugosa","2022-07-03","Bar Harbor, ME 04609, USA",44.35310812,-68.22492069,10,"https://www.inaturalist.org/observations/124603116","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-07-03","Trenton, ME 04605, USA",44.427055945,-68.3664095029,9,"https://www.inaturalist.org/observations/124606134","All observations"
"rugosa rose","Rosa rugosa","2022-07-03","Acadia National Park, Bar Harbor, ME, US",44.30928,-68.1892466667,5,"https://www.inaturalist.org/observations/124636593","All observations"
"rugosa rose","Rosa rugosa","2022-07-03","Bar Harbor",44.3522071838,-68.2238082886,NA,"https://www.inaturalist.org/observations/124665990","All observations"
"rugosa rose","Rosa rugosa","2022-07-03","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32070352,-68.1886456,9,"https://www.inaturalist.org/observations/125486237","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-07-01","Winter Harbor, ME 04693, USA",44.33562375,-68.05969436,5,"https://www.inaturalist.org/observations/124251270","All observations"
"rugosa rose","Rosa rugosa","2022-07-01","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3288650513,-68.1843414307,32,"https://www.inaturalist.org/observations/124265024","All observations"
"rugosa rose","Rosa rugosa","2022-07-01","Winter Harbor, ME 04693, USA",44.37589386,-68.07554186,6,"https://www.inaturalist.org/observations/124276857","All observations"
"rugosa rose","Rosa rugosa","2022-07-01","Winter Harbor, ME 04693, USA",44.37598065,-68.0755133,4,"https://www.inaturalist.org/observations/124277336","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-07-01","Acadia National Park, Bar Harbor, ME, US",44.3157166667,-68.19082,4,"https://www.inaturalist.org/observations/124290386","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-07-01","Acadia National Park, Bar Harbor, ME, US",44.3303808459,-68.1770871323,357,"https://www.inaturalist.org/observations/124291250","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-07-01","Acadia National Park, Mount Desert, ME, US",44.3392962027,-68.2724807348,3897,"https://www.inaturalist.org/observations/128753830","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-30","Acadia National Park, Bar Harbor, ME, US",44.3974761597,-68.2096651555,27,"https://www.inaturalist.org/observations/124211348","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-06-30","Bar Harbor, ME 04609, USA",44.3522924,-68.2243918,NA,"https://www.inaturalist.org/observations/124404858","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-06-30","Acadia National Park, Birch Harbor, ME, US",44.3372033333,-68.0616611667,4,"https://www.inaturalist.org/observations/141941260","All observations"
"common heather","Calluna vulgaris","2022-06-29","Acadia National Park, Mount Desert, ME, US",44.319455,-68.3169333333,4,"https://www.inaturalist.org/observations/123994820","All observations"
"rugosa rose","Rosa rugosa","2022-06-29","Winter Harbor, ME 04693, USA",44.3667461878,-68.0580610782,1555,"https://www.inaturalist.org/observations/124089540","All observations"
"rugosa rose","Rosa rugosa","2022-06-29","Acadia National Park, Southwest Harbor, ME, US",44.229295,-68.3128883333,4,"https://www.inaturalist.org/observations/124242199","All observations"
"rugosa rose","Rosa rugosa","2022-06-28","Acadia National Park, Birch Harbor, ME, US",44.3387033333,-68.0524305,4,"https://www.inaturalist.org/observations/123888100","All observations"
"purple crownvetch","Securigera varia","2022-06-28","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3671970517,-68.2055975274,1418,"https://www.inaturalist.org/observations/123963270","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-28","Bar Harbor, ME 04609, USA",44.3978012997,-68.2087472997,NA,"https://www.inaturalist.org/observations/124056763","All observations"
"rugosa rose","Rosa rugosa","2022-06-27","Acadia National Park, Bar Harbor, ME, US",44.324955,-68.1866216667,4,"https://www.inaturalist.org/observations/123700987","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-27","Bar Harbor, ME 04609, USA",44.3173328,-68.1910508997,NA,"https://www.inaturalist.org/observations/123794213","All observations"
"rugosa rose","Rosa rugosa","2022-06-26","Acadia National Park, Southwest Harbor, ME, US",44.2294,-68.312875,4,"https://www.inaturalist.org/observations/123581145","All observations"
"rugosa rose","Rosa rugosa","2022-06-26","Acadia National Park, Southwest Harbor, ME, US",44.2386466667,-68.3015133333,4,"https://www.inaturalist.org/observations/123581356","All observations"
"rugosa rose","Rosa rugosa","2022-06-26","Acadia National Park, Southwest Harbor, ME, US",44.229375,-68.3130633333,4,"https://www.inaturalist.org/observations/123581759","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2022-06-25","Acadia National Park, Mount Desert, ME, US",44.3257115,-68.292376,7126,"https://www.inaturalist.org/observations/123700980","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-25","Acadia National Park, Bar Harbor, ME, US",44.3172083333,-68.1911866667,11,"https://www.inaturalist.org/observations/124174060","All observations"
"rugosa rose","Rosa rugosa","2022-06-25","Acadia National Park, Bar Harbor, ME, US",44.32548,-68.1865833333,16,"https://www.inaturalist.org/observations/124174306","All observations"
"purple crownvetch","Securigera varia","2022-06-25","Bar Harbor, ME, USA",44.3273889774,-68.185339193,31,"https://www.inaturalist.org/observations/155674777","All observations"
"purple crownvetch","Securigera varia","2022-06-25","Bar Harbor, ME, USA",44.3271842927,-68.1855902868,8,"https://www.inaturalist.org/observations/155674779","All observations"
"rugosa rose","Rosa rugosa","2022-06-24","Acadia National Park, Bar Harbor, ME, US",44.3109208716,-68.189113616,7,"https://www.inaturalist.org/observations/123225017","All observations"
"glossy buckthorn","Frangula alnus","2022-06-24","Acadia National Park, Southwest Harbor, ME, US",44.2564583333,-68.34738,4,"https://www.inaturalist.org/observations/123589637","All observations"
"rugosa rose","Rosa rugosa","2022-06-22","Bar Harbor",44.319152832,-68.1899261475,4,"https://www.inaturalist.org/observations/122973929","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-22","Bar Harbor",44.3172340393,-68.1911621094,4,"https://www.inaturalist.org/observations/122974623","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-22","Bar Harbor, ME 04609, USA",44.31722842,-68.19113141,4,"https://www.inaturalist.org/observations/123000919","All observations"
"rugosa rose","Rosa rugosa","2022-06-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31910625,-68.18986194,7,"https://www.inaturalist.org/observations/123003935","All observations"
"rugosa rose","Rosa rugosa","2022-06-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3208383429,-68.18872,20,"https://www.inaturalist.org/observations/123869370","All observations"
"rugosa rose","Rosa rugosa","2022-06-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2254867554,-68.3180084229,4,"https://www.inaturalist.org/observations/122813018","All observations"
"rugosa rose","Rosa rugosa","2022-06-21","Acadia National Park, Southwest Harbor, ME, US",44.22907,-68.3124166667,4,"https://www.inaturalist.org/observations/122875928","All observations"
"purple crownvetch","Securigera varia","2022-06-21","Acadia National Park, Bar Harbor, ME, US",44.3274533333,-68.1853116667,3,"https://www.inaturalist.org/observations/122890093","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-21","Bar Harbor, ME 04609, USA",44.3981751278,-68.2083563134,277,"https://www.inaturalist.org/observations/122998986","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-20","Acadia National Park, Bar Harbor, ME, US",44.3976317276,-68.2094038059,8,"https://www.inaturalist.org/observations/122649109","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-20","Acadia National Park, Bar Harbor, ME, US",44.3702366667,-68.2068416667,4,"https://www.inaturalist.org/observations/122695023","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-20","Acadia National Park, Bar Harbor, ME, US",44.370555,-68.2064366667,120,"https://www.inaturalist.org/observations/122695078","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.3397195551,-68.0612542289,35,"https://www.inaturalist.org/observations/122308701","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.3360428469,-68.0585214673,9,"https://www.inaturalist.org/observations/122310547","All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.335919749,-68.0580386148,6,"https://www.inaturalist.org/observations/122310648","All observations"
"purple crownvetch","Securigera varia","2022-06-18","Acadia National Park, Bar Harbor, ME, US",44.3526916667,-68.2259916667,6,"https://www.inaturalist.org/observations/122335256","All observations"
"bittersweet nightshade","Solanum dulcamara","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.3437536017,-68.0665509594,4,"https://www.inaturalist.org/observations/122344365","All observations"
"rugosa rose","Rosa rugosa","2022-06-18","Acadia National Park, Southwest Harbor, ME, US",44.2290978971,-68.3124824768,6,"https://www.inaturalist.org/observations/122383400","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2022-06-18","Bar Harbor, ME 04609, USA",44.39738016,-68.20954058,6,"https://www.inaturalist.org/observations/122393954","All observations"
